Date,Open,High,Low,Close,Adj Close,Volume
2010-03-01,1.523902,1.523902,1.520404,1.497881,1.497881,0
2010-03-02,1.497499,1.486105,1.503307,1.50281,1.50281,0
2010-03-03,1.502291,1.4981719999999998,1.513248,1.5103,1.5103,0
2010-03-04,1.510026,1.500803,1.513248,1.503601,1.503601,0
2010-03-05,1.503307,1.5001950000000002,1.516737,1.5132940000000001,1.5132940000000001,0
2010-03-08,1.5132940000000001,1.5115100000000001,1.5132940000000001,1.504189,1.504189,0
2010-03-09,1.504506,1.49421,1.504506,1.501637,1.501637,0
2010-03-10,1.501614,1.487409,1.501614,1.497006,1.497006,0
2010-03-11,1.497208,1.495103,1.508591,1.507205,1.507205,0
2010-03-12,1.5069549999999998,1.502901,1.521838,1.521607,1.521607,0
2010-03-15,1.521607,1.521607,1.520889,1.505435,1.505435,0
2010-03-16,1.504891,1.4987110000000001,1.526088,1.523693,1.523693,0
2010-03-17,1.523601,1.52119,1.537066,1.531792,1.531792,0
2010-03-18,1.5316049999999999,1.522394,1.532802,1.525367,1.525367,0
2010-03-19,1.525367,1.499205,1.525669,1.501795,1.501795,0
2010-03-22,1.501795,1.501795,1.501795,1.510802,1.510802,0
2010-03-23,1.51119,1.497499,1.511305,1.502133,1.502133,0
2010-03-24,1.502404,1.485906,1.503556,1.489891,1.489891,0
2010-03-25,1.489869,1.48056,1.498307,1.484494,1.484494,0
2010-03-26,1.484979,1.481394,1.492404,1.489802,1.489802,0
2010-03-28,1.489802,1.489492,1.489802,1.4981950000000002,1.4981950000000002,0
2010-03-29,1.497903,1.497791,1.512608,1.507409,1.507409,0
2010-03-30,1.507205,1.50471,1.520219,1.5183719999999998,1.5183719999999998,0
2010-03-31,1.51911,1.5185799999999998,1.529824,1.529192,1.529192,0
2010-04-01,1.529379,1.5183950000000002,1.5299639999999999,1.521005,1.521005,0
2010-04-04,1.521005,1.5226959999999998,1.521005,1.5298,1.5298,0
2010-04-05,1.529894,1.513409,1.530901,1.527091,1.527091,0
2010-04-06,1.5272540000000001,1.514303,1.528491,1.5242040000000001,1.5242040000000001,0
2010-04-07,1.5242040000000001,1.514394,1.528398,1.528304,1.528304,0
2010-04-08,1.528351,1.526997,1.5390059999999999,1.5369959999999998,1.5369959999999998,0
2010-04-11,1.5369959999999998,1.5369959999999998,1.5369959999999998,1.537397,1.537397,0
2010-04-12,1.536594,1.5340479999999999,1.544712,1.537775,1.537775,0
2010-04-13,1.538698,1.537492,1.5491629999999998,1.547221,1.547221,0
2010-04-14,1.5471489999999999,1.539598,1.552289,1.546551,1.546551,0
2010-04-15,1.546599,1.5360040000000001,1.547389,1.536405,1.536405,0
2010-04-18,1.536405,1.536405,1.5344010000000001,1.533531,1.533531,0
2010-04-19,1.533507,1.529309,1.542829,1.536382,1.536382,0
2010-04-20,1.5366879999999998,1.533507,1.543949,1.541331,1.541331,0
2010-04-21,1.5409979999999999,1.534684,1.547173,1.537397,1.537397,0
2010-04-22,1.537255,1.530245,1.539859,1.538201,1.538201,0
2010-04-25,1.538201,1.538201,1.538201,1.5467899999999999,1.5467899999999999,0
2010-04-26,1.547101,1.522858,1.548491,1.5247620000000002,1.5247620000000002,0
2010-04-27,1.524809,1.513409,1.5287950000000001,1.520427,1.520427,0
2010-04-28,1.52045,1.514509,1.536334,1.535603,1.535603,0
2010-04-29,1.535674,1.525786,1.5389110000000001,1.530011,1.530011,0
2010-05-02,1.530011,1.530011,1.530901,1.524925,1.524925,0
2010-05-03,1.525111,1.5092969999999999,1.526671,1.512791,1.512791,0
2010-05-04,1.512997,1.507205,1.517313,1.509799,1.509799,0
2010-05-05,1.50989,1.472407,1.514899,1.486392,1.486392,0
2010-05-06,1.487298,1.449065,1.493206,1.478306,1.478306,0
2010-05-09,1.478306,1.477694,1.478306,1.486193,1.486193,0
2010-05-10,1.486083,1.472711,1.500533,1.492092,1.492092,0
2010-05-11,1.492715,1.4820959999999999,1.504393,1.483701,1.483701,0
2010-05-12,1.4833049999999999,1.457598,1.491157,1.46139,1.46139,0
2010-05-13,1.4613260000000001,1.450032,1.464,1.453805,1.453805,0
2010-05-16,1.453805,1.453805,1.453805,1.448016,1.448016,0
2010-05-17,1.4479950000000001,1.428,1.451927,1.429674,1.429674,0
2010-05-18,1.429797,1.423994,1.446697,1.44167,1.44167,0
2010-05-19,1.441441,1.423893,1.446006,1.434844,1.434844,0
2010-05-20,1.4342059999999999,1.432172,1.4497799999999998,1.4481,1.4481,0
2010-05-23,1.4481,1.4481,1.4481,1.440901,1.440901,0
2010-05-24,1.440901,1.426391,1.445003,1.4415040000000001,1.4415040000000001,0
2010-05-25,1.441192,1.434,1.44444,1.438394,1.438394,0
2010-05-26,1.438807,1.438104,1.460856,1.456049,1.456049,0
2010-05-27,1.455392,1.444148,1.460707,1.445296,1.445296,0
2010-05-30,1.445296,1.445296,1.449591,1.452201,1.452201,0
2010-05-31,1.452391,1.444607,1.4719950000000002,1.4667059999999998,1.4667059999999998,0
2010-06-01,1.4665979999999998,1.455964,1.476996,1.465008,1.465008,0
2010-06-02,1.465008,1.4590020000000001,1.474404,1.4634,1.4634,0
2010-06-03,1.463293,1.4456930000000001,1.46789,1.445797,1.445797,0
2010-06-06,1.445797,1.445797,1.449401,1.447408,1.447408,0
2010-06-07,1.4473040000000001,1.43505,1.453003,1.444899,1.444899,0
2010-06-08,1.4443979999999998,1.440009,1.46092,1.454799,1.454799,0
2010-06-09,1.4546940000000002,1.4514,1.471909,1.470848,1.470848,0
2010-06-10,1.470696,1.4506,1.475209,1.455202,1.455202,0
2010-06-13,1.455202,1.45728,1.456007,1.4736,1.4736,0
2010-06-14,1.473709,1.469249,1.483481,1.479991,1.479991,0
2010-06-15,1.479991,1.471692,1.484979,1.4736,1.4736,0
2010-06-16,1.473709,1.465008,1.483636,1.4815909999999999,1.4815909999999999,0
2010-06-17,1.481767,1.477607,1.488804,1.482997,1.482997,0
2010-06-20,1.482997,1.479006,1.483107,1.475993,1.475993,0
2010-06-21,1.47584,1.469594,1.486105,1.482008,1.482008,0
2010-06-22,1.4819639999999998,1.480604,1.4970510000000001,1.496804,1.496804,0
2010-06-23,1.496804,1.492092,1.5005549999999999,1.493206,1.493206,0
2010-06-24,1.492894,1.486149,1.507909,1.5067959999999998,1.5067959999999998,0
2010-06-27,1.5067959999999998,1.5067959999999998,1.5067959999999998,1.50989,1.50989,0
2010-06-28,1.509707,1.501795,1.5121040000000001,1.505344,1.505344,0
2010-06-29,1.505707,1.4937639999999999,1.5074319999999999,1.494433,1.494433,0
2010-06-30,1.4945899999999999,1.487852,1.497342,1.516576,1.516576,0
2010-07-01,1.516599,1.515496,1.522951,1.5204959999999998,1.5204959999999998,0
2010-07-04,1.5204959999999998,1.517911,1.520011,1.513203,1.513203,0
2010-07-05,1.512905,1.508478,1.522765,1.514394,1.514394,0
2010-07-06,1.514303,1.5086600000000001,1.522024,1.517842,1.517842,0
2010-07-07,1.517911,1.510506,1.5239260000000001,1.515496,1.515496,0
2010-07-08,1.515703,1.505344,1.5204959999999998,1.5067959999999998,1.5067959999999998,0
2010-07-11,1.5067959999999998,1.5062959999999999,1.5075,1.502404,1.502404,0
2010-07-12,1.5019069999999999,1.497096,1.519249,1.5185110000000002,1.5185110000000002,0
2010-07-13,1.519203,1.518534,1.529496,1.5268110000000001,1.5268110000000001,0
2010-07-14,1.5268110000000001,1.5239719999999999,1.5466950000000002,1.544306,1.544306,0
2010-07-15,1.543949,1.528001,1.544807,1.5306899999999999,1.5306899999999999,0
2010-07-18,1.5306899999999999,1.529496,1.530901,1.522557,1.522557,0
2010-07-19,1.522997,1.515703,1.530995,1.528725,1.528725,0
2010-07-20,1.5287709999999999,1.513226,1.5329899999999999,1.5183950000000002,1.5183950000000002,0
2010-07-21,1.5183719999999998,1.5153809999999999,1.529684,1.527207,1.527207,0
2010-07-22,1.527277,1.526088,1.544927,1.543901,1.543901,0
2010-07-25,1.543901,1.542305,1.544211,1.5489950000000001,1.5489950000000001,0
2010-07-26,1.5489950000000001,1.544616,1.5599889999999998,1.558798,1.558798,0
2010-07-27,1.5489950000000001,1.556033,1.563502,1.5594059999999998,1.5594059999999998,0
2010-07-28,1.559697,1.558239,1.566171,1.561232,1.561232,0
2010-07-29,1.561207,1.5556940000000001,1.572302,1.5688,1.5688,0
2010-08-01,1.5688,1.570007,1.569809,1.588992,1.588992,0
2010-08-02,1.589067,1.586395,1.5965260000000001,1.594591,1.594591,0
2010-08-03,1.594591,1.5865209999999998,1.596552,1.594591,1.594591,0
2010-08-04,1.589193,1.5824040000000001,1.592407,1.589193,1.589193,0
2010-08-05,1.589193,1.584309,1.599591,1.589143,1.589143,0
2010-08-08,1.597495,1.593575,1.599616,1.597801,1.597801,0
2010-08-09,1.590407,1.571388,1.590407,1.590609,1.590609,0
2010-08-10,1.585791,1.563404,1.585791,1.585791,1.585791,0
2010-08-11,1.563159,1.556202,1.571512,1.563282,1.563282,0
2010-08-12,1.5585309999999999,1.557754,1.56789,1.5587739999999999,1.5587739999999999,0
2010-08-15,1.560306,1.5538809999999998,1.569292,1.560306,1.560306,0
2010-08-16,1.5644799999999999,1.55659,1.569736,1.564602,1.564602,0
2010-08-17,1.55739,1.550292,1.568406,1.5578020000000001,1.5578020000000001,0
2010-08-18,1.560111,1.5512290000000002,1.567005,1.559892,1.559892,0
2010-08-19,1.557899,1.547389,1.559697,1.557705,1.557705,0
2010-08-22,1.5548959999999998,1.550604,1.561597,1.554509,1.554509,0
2010-08-23,1.550099,1.537799,1.550604,1.549619,1.549619,0
2010-08-24,1.540642,1.5392190000000001,1.5467899999999999,1.541093,1.541093,0
2010-08-25,1.547173,1.5470059999999999,1.559649,1.547221,1.547221,0
2010-08-26,1.551903,1.545046,1.553808,1.552,1.552,0
2010-08-29,1.553712,1.546073,1.557827,1.553398,1.553398,0
2010-08-30,1.5466950000000002,1.533554,1.547604,1.546599,1.546599,0
2010-08-31,1.535226,1.5340479999999999,1.549283,1.5349899999999999,1.5349899999999999,0
2010-09-01,1.545332,1.535462,1.54538,1.544807,1.544807,0
2010-09-02,1.540002,1.5390059999999999,1.5463360000000002,1.539598,1.539598,0
2010-09-05,1.545189,1.535202,1.549067,1.5449979999999999,1.5449979999999999,0
2010-09-06,1.539504,1.529894,1.542401,1.539504,1.539504,0
2010-09-07,1.534802,1.534802,1.553012,1.534872,1.534872,0
2010-09-08,1.547389,1.537799,1.5480120000000002,1.547389,1.547389,0
2010-09-09,1.542805,1.537208,1.546551,1.542591,1.542591,0
2010-09-12,1.5376100000000001,1.537208,1.548899,1.53709,1.53709,0
2010-09-13,1.5409979999999999,1.5349899999999999,1.5562989999999999,1.542805,1.542805,0
2010-09-14,1.553398,1.545499,1.563771,1.553398,1.553398,0
2010-09-15,1.563404,1.554243,1.564921,1.563404,1.563404,0
2010-09-16,1.563013,1.560111,1.572599,1.562817,1.562817,0
2010-09-19,1.564211,1.555742,1.568677,1.564602,1.564602,0
2010-09-20,1.55492,1.5507,1.558798,1.554823,1.554823,0
2010-09-21,1.561207,1.5609879999999998,1.571512,1.561695,1.561695,0
2010-09-22,1.564602,1.561939,1.573985,1.564602,1.564602,0
2010-09-23,1.56789,1.5647,1.584209,1.56789,1.56789,0
2010-09-26,1.582955,1.579005,1.586596,1.583105,1.583105,0
2010-09-27,1.5812030000000001,1.572945,1.58932,1.5810030000000002,1.5810030000000002,0
2010-09-28,1.580403,1.576864,1.587428,1.580303,1.580303,0
2010-09-29,1.5799040000000002,1.57045,1.5920020000000001,1.579579,1.579579,0
2010-09-30,1.571512,1.5707959999999999,1.586194,1.57166,1.57166,0
2010-10-03,1.581828,1.57515,1.5871,1.582003,1.582003,0
2010-10-04,1.5824040000000001,1.57771,1.592991,1.582429,1.582429,0
2010-10-05,1.5893959999999998,1.583857,1.593905,1.589143,1.589143,0
2010-10-06,1.586395,1.584912,1.601845,1.586496,1.586496,0
2010-10-07,1.587932,1.58293,1.595558,1.588007,1.588007,0
2010-10-10,1.595405,1.5894709999999999,1.596373,1.594871,1.594871,0
2010-10-11,1.5893959999999998,1.578432,1.5919,1.5892950000000001,1.5892950000000001,0
2010-10-12,1.5814030000000001,1.57771,1.588941,1.5811030000000001,1.5811030000000001,0
2010-10-13,1.5902040000000002,1.5902040000000002,1.606632,1.590508,1.590508,0
2010-10-14,1.600589,1.5982610000000002,1.6102020000000001,1.60064,1.60064,0
2010-10-17,1.598082,1.584209,1.6005120000000002,1.597904,1.597904,0
2010-10-18,1.5892950000000001,1.570401,1.5936,1.5893959999999998,1.5893959999999998,0
2010-10-19,1.569809,1.566318,1.586999,1.570302,1.570302,0
2010-10-20,1.58451,1.573267,1.585062,1.58451,1.58451,0
2010-10-21,1.571265,1.565803,1.5748030000000002,1.571191,1.571191,0
2010-10-24,1.567988,1.567202,1.577461,1.56789,1.56789,0
2010-10-25,1.570648,1.56944,1.589572,1.570969,1.570969,0
2010-10-26,1.585012,1.5759940000000001,1.586395,1.585012,1.585012,0
2010-10-27,1.578009,1.57669,1.5970870000000001,1.577412,1.577412,0
2010-10-28,1.578009,1.588159,1.601999,1.577412,1.577412,0
2010-11-01,1.601999,1.601102,1.608726,1.604802,1.604802,0
2010-11-02,1.6062969999999999,1.596653,1.608079,1.605987,1.605987,0
2010-11-03,1.6030010000000001,1.601102,1.6153,1.603232,1.603232,0
2010-11-04,1.611344,1.6090879999999999,1.629832,1.610695,1.610695,0
2010-11-05,1.6271799999999998,1.616998,1.628002,1.627604,1.627604,0
2010-11-08,1.621008,1.610929,1.621008,1.6209559999999998,1.6209559999999998,0
2010-11-09,1.611318,1.607407,1.618411,1.611629,1.611629,0
2010-11-10,1.6002049999999999,1.5966790000000002,1.61111,1.6,1.6,0
2010-11-11,1.612487,1.6107209999999998,1.617809,1.612227,1.612227,0
2010-11-12,1.610099,1.598849,1.61658,1.610565,1.610565,0
2010-11-15,1.612851,1.60457,1.615457,1.612903,1.612903,0
2010-11-16,1.604467,1.590407,1.608519,1.6043120000000002,1.6043120000000002,0
2010-11-17,1.58826,1.585993,1.593753,1.588714,1.588714,0
2010-11-18,1.591926,1.589193,1.602487,1.592103,1.592103,0
2010-11-19,1.605008,1.594032,1.6095030000000001,1.6051879999999998,1.6051879999999998,0
2010-11-22,1.600256,1.594311,1.60857,1.600435,1.600435,0
2010-11-23,1.594489,1.58559,1.595583,1.594667,1.594667,0
2010-11-24,1.580128,1.57453,1.583857,1.580503,1.580503,0
2010-11-25,1.578981,1.572797,1.579405,1.579005,1.579005,0
2010-11-26,1.5759940000000001,1.561402,1.57679,1.57597,1.57597,0
2010-11-29,1.560111,1.553302,1.5647,1.559016,1.559016,0
2010-11-30,1.555089,1.548851,1.557244,1.555621,1.555621,0
2010-12-01,1.5571469999999998,1.555307,1.564798,1.556808,1.556808,0
2010-12-02,1.561061,1.551518,1.566171,1.561036,1.561036,0
2010-12-03,1.558992,1.5583120000000001,1.571388,1.5590899999999999,1.5590899999999999,0
2010-12-06,1.5768389999999999,1.5660969999999999,1.577013,1.57679,1.57679,0
2010-12-07,1.571117,1.570746,1.5824040000000001,1.57087,1.57087,0
2010-12-08,1.575523,1.5673979999999998,1.583205,1.575324,1.575324,0
2010-12-09,1.579305,1.573193,1.583832,1.5796540000000001,1.5796540000000001,0
2010-12-10,1.577412,1.5752,1.586294,1.577511,1.577511,0
2010-12-13,1.5794540000000001,1.572278,1.586596,1.5799040000000002,1.5799040000000002,0
2010-12-14,1.586294,1.574208,1.590837,1.586194,1.586194,0
2010-12-15,1.576491,1.561988,1.5770879999999998,1.576392,1.576392,0
2010-12-16,1.555984,1.5543879999999999,1.5629879999999998,1.556081,1.556081,0
2010-12-17,1.563379,1.547485,1.564798,1.563282,1.563282,0
2010-12-20,1.551398,1.5480120000000002,1.557608,1.551301,1.551301,0
2010-12-21,1.5507959999999998,1.545523,1.556832,1.55082,1.55082,0
2010-12-22,1.546671,1.537894,1.549523,1.546599,1.546599,0
2010-12-23,1.540808,1.5376100000000001,1.543591,1.540405,1.540405,0
2010-12-24,1.544402,1.5420200000000002,1.547796,1.54464,1.54464,0
2010-12-27,1.5416159999999999,1.539504,1.545619,1.5413780000000001,1.5413780000000001,0
2010-12-28,1.544712,1.537184,1.551181,1.544211,1.544211,0
2010-12-29,1.535768,1.535579,1.544807,1.535579,1.535579,0
2010-12-30,1.550339,1.53903,1.553808,1.550195,1.550195,0
2010-12-31,1.543591,1.542972,1.565803,1.5437100000000001,1.5437100000000001,0
2011-01-03,1.557608,1.543996,1.557608,1.557244,1.557244,0
2011-01-04,1.548899,1.545595,1.564602,1.5489709999999999,1.5489709999999999,0
2011-01-05,1.560014,1.545595,1.562598,1.559795,1.559795,0
2011-01-06,1.551301,1.546814,1.556009,1.551205,1.551205,0
2011-01-07,1.545308,1.541592,1.557899,1.545094,1.545094,0
2011-01-10,1.554509,1.54782,1.556759,1.554002,1.554002,0
2011-01-11,1.559041,1.551807,1.560184,1.558992,1.558992,0
2011-01-12,1.5609879999999998,1.558603,1.569489,1.560793,1.560793,0
2011-01-13,1.574977,1.5725,1.586169,1.574927,1.574927,0
2011-01-14,1.584384,1.582278,1.5887639999999998,1.584284,1.584284,0
2011-01-17,1.588234,1.583807,1.5951,1.588133,1.588133,0
2011-01-18,1.589724,1.589724,1.606013,1.5900020000000001,1.5900020000000001,0
2011-01-19,1.59594,1.5951,1.603695,1.5962969999999999,1.5962969999999999,0
2011-01-20,1.597393,1.5848360000000001,1.600948,1.5974190000000001,1.5974190000000001,0
2011-01-21,1.59109,1.587201,1.6002299999999998,1.590989,1.590989,0
2011-01-24,1.5994110000000001,1.5927879999999999,1.60041,1.599386,1.599386,0
2011-01-25,1.5984909999999999,1.575895,1.601691,1.598644,1.598644,0
2011-01-26,1.582103,1.5773620000000002,1.5900020000000001,1.582003,1.582003,0
2011-01-27,1.5921290000000001,1.588209,1.599309,1.592991,1.592991,0
2011-01-28,1.5922049999999999,1.5828799999999998,1.596093,1.592686,1.592686,0
2011-01-31,1.582729,1.582654,1.6022049999999999,1.58293,1.58293,0
2011-02-01,1.603181,1.603181,1.614492,1.6030010000000001,1.6030010000000001,0
2011-02-02,1.613736,1.613007,1.62285,1.6136059999999999,1.6136059999999999,0
2011-02-03,1.620641,1.612409,1.62779,1.620483,1.620483,0
2011-02-04,1.613788,1.604004,1.617312,1.61345,1.61345,0
2011-02-07,1.610254,1.609528,1.618594,1.609969,1.609969,0
2011-02-08,1.613007,1.603207,1.616266,1.612903,1.612903,0
2011-02-09,1.606374,1.603721,1.612565,1.606632,1.606632,0
2011-02-10,1.610176,1.602256,1.611084,1.61015,1.61015,0
2011-02-11,1.6096059999999999,1.596908,1.611578,1.60971,1.60971,0
2011-02-14,1.600948,1.5983889999999998,1.607821,1.600307,1.600307,0
2011-02-15,1.602718,1.601281,1.61671,1.6028209999999998,1.6028209999999998,0
2011-02-16,1.61332,1.599488,1.618594,1.613658,1.613658,0
2011-02-17,1.6095030000000001,1.607795,1.617469,1.6092950000000001,1.6092950000000001,0
2011-02-18,1.617312,1.6151959999999999,1.624695,1.617809,1.617809,0
2011-02-21,1.6249069999999999,1.620929,1.625356,1.625091,1.625091,0
2011-02-22,1.623008,1.6136059999999999,1.623034,1.622797,1.622797,0
2011-02-23,1.616005,1.615901,1.626995,1.616005,1.616005,0
2011-02-24,1.623298,1.609192,1.625593,1.623508,1.623508,0
2011-02-25,1.6144399999999999,1.603592,1.61624,1.6144399999999999,1.6144399999999999,0
2011-02-28,1.610047,1.607304,1.6271010000000001,1.610047,1.610047,0
2011-03-01,1.6285319999999999,1.625699,1.632333,1.627048,1.627048,0
2011-03-02,1.6264129999999999,1.621902,1.634307,1.6262809999999999,1.6262809999999999,0
2011-03-03,1.633053,1.626096,1.633453,1.633293,1.633293,0
2011-03-04,1.628134,1.623772,1.630603,1.627445,1.627445,0
2011-03-07,1.6266770000000002,1.621797,1.633853,1.626836,1.626836,0
2011-03-08,1.619591,1.612981,1.62114,1.619853,1.619853,0
2011-03-09,1.616031,1.614205,1.624352,1.616344,1.616344,0
2011-03-10,1.620483,1.605111,1.621481,1.62001,1.62001,0
2011-03-11,1.606684,1.5982100000000001,1.607898,1.606606,1.606606,0
2011-03-14,1.607459,1.6030010000000001,1.617992,1.607149,1.607149,0
2011-03-15,1.617652,1.598517,1.618306,1.617207,1.617207,0
2011-03-16,1.60671,1.6028719999999999,1.613189,1.6072,1.6072,0
2011-03-17,1.5990280000000001,1.5987719999999999,1.616763,1.59913,1.59913,0
2011-03-18,1.614909,1.6062969999999999,1.618909,1.614335,1.614335,0
2011-03-21,1.622376,1.620693,1.6291950000000002,1.6222969999999999,1.6222969999999999,0
2011-03-22,1.6311879999999999,1.629567,1.6400700000000001,1.6308690000000001,1.6308690000000001,0
2011-03-23,1.636393,1.6222969999999999,1.638377,1.6360190000000001,1.6360190000000001,0
2011-03-24,1.625091,1.613892,1.62681,1.6249069999999999,1.6249069999999999,0
2011-03-25,1.6118629999999998,1.605497,1.614231,1.612201,1.612201,0
2011-03-27,1.600871,1.594007,1.603669,1.60041,1.60041,0
2011-03-28,1.59867,1.594998,1.6042610000000002,1.5990790000000001,1.5990790000000001,0
2011-03-29,1.600999,1.5982100000000001,1.608079,1.600999,1.600999,0
2011-03-30,1.607097,1.6024100000000001,1.615091,1.607407,1.607407,0
2011-03-31,1.6035409999999999,1.597572,1.613085,1.603412,1.603412,0
2011-04-03,1.611941,1.6116030000000001,1.617704,1.6120709999999998,1.6120709999999998,0
2011-04-04,1.613215,1.6101239999999999,1.62779,1.613059,1.613059,0
2011-04-05,1.630098,1.6259370000000002,1.636313,1.630098,1.630098,0
2011-04-06,1.63236,1.6267040000000001,1.63396,1.632493,1.632493,0
2011-04-07,1.6320139999999999,1.631694,1.6428180000000001,1.63212,1.63212,0
2011-04-10,1.637438,1.6318,1.642495,1.637412,1.637412,0
2011-04-11,1.6344940000000001,1.623113,1.634548,1.6344940000000001,1.6344940000000001,0
2011-04-12,1.625726,1.624009,1.630789,1.625699,1.625699,0
2011-04-13,1.627207,1.625805,1.637787,1.626889,1.626889,0
2011-04-17,1.631987,1.617887,1.6328129999999998,1.631401,1.631401,0
2011-04-18,1.626492,1.6234030000000002,1.633453,1.6261219999999998,1.6261219999999998,0
2011-04-19,1.6324670000000001,1.631694,1.642495,1.63244,1.63244,0
2011-04-20,1.639425,1.6388880000000001,1.659916,1.6394790000000001,1.6394790000000001,0
2011-04-21,1.6518,1.6506009999999998,1.6563970000000001,1.651473,1.651473,0
2011-04-24,1.6523189999999999,1.647012,1.655519,1.652811,1.652811,0
2011-04-25,1.65041,1.643493,1.6531930000000001,1.6501919999999999,1.6501919999999999,0
2011-04-26,1.651419,1.6438990000000002,1.657907,1.6509009999999997,1.6509009999999997,0
2011-04-27,1.6631189999999998,1.6626490000000003,1.6743130000000002,1.6627869999999998,1.6627869999999998,0
2011-04-28,1.664891,1.6627869999999998,1.6692259999999999,1.665002,1.665002,0
2011-05-01,1.67009,1.665002,1.6737240000000002,1.668808,1.668808,0
2011-05-02,1.666,1.6470939999999998,1.6661669999999997,1.666,1.666,0
2011-05-03,1.649621,1.645684,1.6574950000000002,1.649648,1.649648,0
2011-05-04,1.649757,1.640797,1.6545880000000002,1.649702,1.649702,0
2011-05-05,1.6387,1.635804,1.6461990000000002,1.6385919999999998,1.6385919999999998,0
2011-05-08,1.634628,1.627419,1.6406889999999998,1.635804,1.635804,0
2011-05-09,1.641362,1.6330799999999999,1.642009,1.6411740000000001,1.6411740000000001,0
2011-05-10,1.637197,1.634708,1.6513099999999998,1.63701,1.63701,0
2011-05-11,1.636822,1.6237979999999999,1.638109,1.636742,1.636742,0
2011-05-12,1.6285049999999999,1.617809,1.6306829999999999,1.628399,1.628399,0
2011-05-15,1.617599,1.616606,1.625329,1.617599,1.617599,0
2011-05-16,1.620798,1.617704,1.630311,1.620929,1.620929,0
2011-05-17,1.625224,1.6113959999999998,1.628983,1.6253030000000002,1.6253030000000002,0
2011-05-18,1.616501,1.613189,1.620641,1.616501,1.616501,0
2011-05-19,1.622902,1.616841,1.627498,1.623192,1.623192,0
2011-05-22,1.6214549999999999,1.609269,1.623298,1.621429,1.621429,0
2011-05-23,1.610695,1.606606,1.6204040000000002,1.6108770000000001,1.6108770000000001,0
2011-05-24,1.618411,1.613632,1.629461,1.61849,1.61849,0
2011-05-25,1.628002,1.62779,1.637278,1.627975,1.627975,0
2011-05-26,1.638297,1.638189,1.6507919999999998,1.638538,1.638538,0
