828676900,5714.0700195,5572.66000976,17.200196,-0.016172,1
595469500,5725.790039,5577.88801756,-2.699707,0.018258,0
668939800,5738.0600097,5583.36401366,-0.399903,0.008099,1
868022000,5752.7700195,5589.26401366,18.59961,-0.006425,1
1030545900,5754.4,5593.61000976,63.299805,-0.023572,0
1634478500,5759.5100097,5597.3940039,-52.299805,0.009007,0
1148842800,5758.0799804,5599.93799804,-101.600098,-0.008669,0
1139851500,5755.9600097,5604.43799804,-78.700195,-0.012242,1
1002800100,5753.3100097,5610.04599608,0.300293000000003,-0.005397,1
1036747900,5737.4499999,5612.15199218,88.600097,0.005308,0
1515371800,5721.4599609,5615.39999024,-120.200195,0.008393,1
1206691700,5700.6199219,5618.04999024,-136.100097,0.009214,0
1439125200,5662.0999512,5619.56999024,-50.200195,0.010963,0
1735870600,5613.7899414,5620.34798828,-206.699707,0.01082,0
1997069700,5565.4899414,5620.36199218,-211.399903,-0.008187,0
1701801200,5526.5699707,5621.50799804,-150.100098,0.008795,1
1450249400,5498.3899902,5625.40799804,-7.699707,-0.002709,1
1513656500,5469.3899902,5629.1340039,122.5,-0.002887,1
956026300,5420.2899902,5628.72600584,99.5,0.0041,0
1335859200,5386.1899902,5628.91200194,-120.600098,0.008692,0
1200727700,5331.7200195,5627.5880078,-171.200195,0.000401,0
1700662800,5282.6800292,5626.61000974,-189.799804,0.000378,0
2015042600,5248.5300292,5625.3620117,-199.600098,0.009446,1
963073600,5208.4100585,5620.9460156,-3.5,-0.00067,0
1728679200,5186.1200683,5618.85801756,-122.199707,-0.010146,1
1832110200,5169.0300293,5618.77401366,-31.5,-0.002874,1
1325107200,5145.8100098,5615.2980078,222.59961,0.002851,0
1173782500,5123.5600098,5612.3580078,113.199707,0.004949,1
1214853200,5109.8700196,5607.83600584,47.90039,-0.003934,0
1209543600,5090.5300294,5602.91600584,-25.299805,0.000804,0
900731500,5096.4700196,5598.7080078,-142.100097,0.008589,1
1364944200,5106.5500489,5593.86401366,6.5,-0.022028,1
1102533300,5119.8000489,5588.22401366,94.600097,-0.004335,1
947984800,5147.5100099,5581.91600586,69.600098,0.015176,1
1005269000,5167.4899903,5576.13,54.09961,-0.005592,1
1026163200,5181.0700196,5570.11600586,35.799804,-0.005086,1
797902600,5190.6400391,5562.2440039,81.300293,-0.012134,0
1124430700,5187.3700196,5553.4680078,9.100098,-0.002992,0
941044800,5184.7900391,5542.9580078,-120.600098,-0.023407,0
979497900,5182.5300293,5532.01000976,-146.799805,-0.008086,0
1188668800,5160.9700195,5517.94000976,-132,0.007887,0
1277285100,5125.1799805,5501.0540039,-183.300293,0.005899,0
1342920500,5088.7799805,5484.92600586,-240.700195,-0.008391,1
1038891400,5049.35,5467.9240039,-78.799804,-0.022311,0
539451500,5022.0600098,5453.66600586,17.700195,-0.007585,1
921871900,5005.4399902,5441.77,126.899902,-0.005789,1
859246500,4997.4399902,5431.6640039,309.399902,-0.018342,1
622994300,5006.6899902,5423.49200194,202,0.011996,1
891506900,5022.0199707,5413.6640039,138.100098,-0.006826,0
839649300,5038.4999512,5402.28200196,86.5,0.013256,0
833731400,5060.759961,5389.83,-59.700195,-0.007199,0
830736400,5101.6399903,5378.56799806,-114,0.000603,1
966423900,5149.209961,5369.60999026,3.300293,-0.00311,1
1022077600,5198.1199708,5359.93599612,174.299805,0.017655,0
872202700,5236.7299806,5350.45799808,98,-0.010753,1
772356100,5254.8399904,5341.85799808,37.300293,0.006905,0
792887400,5263.9399904,5332.55000004,1.399902,0.014505,0
838262600,5276.5500002,5327.1860059,-93.100098,-0.001698,1
955430600,5290.8500002,5320.642002,83.100098,-0.001608,0
849018700,5308.3400392,5313.28800786,138.5,-0.017603,0
1157313500,5335.4400392,5309.42800786,-10.899903,0.001611,1
635528400,5351.6200196,5304.6000098,14,-0.002509,0
853612000,5344.7600586,5298.4380176,-9.800293,0.0099,0
1046900300,5340.1100586,5295.5380176,-165.299805,0.016049,1
1058661400,5332.540039,5294.2080176,-110.299804,-0.015646,1
862502000,5331.4300292,5295.04601564,30.199707,0.018398,1
653515300,5326.7600097,5292.58800784,36.799804,0.006391,0
825504500,5306.5799804,5288.82400394,-64.100097,-0.006391,0
808561300,5290.4099609,5284.84599614,-107.600097,0.007991,1
